subject,session,run_cond,spot,condition,component,window_start_ms,window_end_ms,selected_rank,channel_idx,latency_ms,amplitude_uv,channel,source_files,source_originals
04KK,39,real,M1_AP,after,n20,10.0,25.0,2,9,10.199999999999989,-16.176787757873534,C3,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,n20,10.0,25.0,3,9,10.600000000000023,-15.64244354248047,C3,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,p30,20.0,40.0,1,58,38.80000000000001,13.151766700446606,FC4,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,p30,20.0,40.0,2,58,37.60000000000002,13.127863157987594,FC4,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,p30,20.0,40.0,3,58,38.60000000000002,13.071303100585938,FC4,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,n45,40.0,55.0,1,13,47.19999999999999,-12.719990627765656,FC1,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,n45,40.0,55.0,2,13,47.0,-12.593821234703064,FC1,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,n45,40.0,55.0,3,13,48.0,-12.373767981529236,FC1,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,p60,55.0,70.0,1,29,55.0,5.4288366895914075,P8,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,p60,55.0,70.0,2,29,55.19999999999999,5.3546248161792755,P8,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,p60,55.0,70.0,3,29,55.60000000000002,5.326662005931139,P8,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,n100,80.0,120.0,1,9,86.39999999999998,-10.896062117815017,C3,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,n100,80.0,120.0,2,9,86.60000000000002,-10.879090828895569,C3,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,M1_AP,after,n100,80.0,120.0,3,9,88.80000000000001,-10.786171466112137,C3,session_39__set_3__cleaned_SOUND.mat; session_39__set_5__cleaned_SOUND.mat,03_04KK_M1_AP_50MSO_real.hdf5; 05_04KK_M1_AP_50MSO_real.hdf5
04KK,39,real,PPC_L,rest,n20,10.0,25.0,1,29,24.399999999999977,-6.976082356572151,P8,session_39__set_9__cleaned_SOUND.mat,09_04KK_PPC_L_35MSO_real.hdf5
04KK,39,real,PPC_L,rest,n20,10.0,25.0,2,29,21.600000000000023,-6.911929304599762,P8,session_39__set_9__cleaned_SOUND.mat,09_04KK_PPC_L_35MSO_real.hdf5
04KK,39,real,PPC_L,rest,n20,10.0,25.0,3,29,25.0,-6.8545994424819945,P8,session_39__set_9__cleaned_SOUND.mat,09_04KK_PPC_L_35MSO_real.hdf5
04KK,39,real,PPC_L,rest,p30,20.0,40.0,1,43,20.399999999999977,9.966351661682129,P1,session_39__set_9__cleaned_SOUND.mat,09_04KK_PPC_L_35MSO_real.hdf5
04KK,39,real,PPC_L,rest,p30,20.0,40.0,2,43,22.399999999999977,9.768072474002839,P1,session_39__set_9__cleaned_SOUND.mat,09_04KK_PPC_L_35MSO_real.hdf5
04KK,39,real,PPC_L,rest,p30,20.0,40.0,3,43,20.600000000000023,9.37342874288559,P1,session_39__set_9__cleaned_SOUND.mat,09_04KK_PPC_L_35MSO_real.hdf5
04KK,39,real,PPC_L,rest,n45,40.0,55.0,1,63,40.0,-9.095511295199394,TP8,session_39__set_9__cleaned_SOUND.mat,09_04KK_PPC_L_35MSO_real.hdf5
04KK,39,real,PPC_L,rest,n45,40.0,55.0,2,63,40.60000000000002,-8.790074954032898,TP8,session_39__set_9__cleaned_SOUND.mat,09_04KK_PPC_L_35MSO_real.hdf5
